name,serviceCode,startDate,rateCents
"Customer C-26282","SW-COMM-2YD","2022-05-12",9865
"Customer C-21160","SW-ROLLOFF-10YD","13-Dec-24",31571
"Customer C-20004","SW-COMM-6YD","04/07/23",17853
"Customer C-19962","SW-RO-40","2020-06-22",62886
"Customer C-16013","SW-FL-6YD","06/07/2021",19459
"Customer C-00343","SW-RO-10","08/10/2022",28923
"Customer C-06208","OLD-SVC-7","2021-03-17",33263
"Customer C-00666","SW-ROLLOFF-30YD","09/09/2020",52394
"Customer C-09787","SW-RO-40YD","2020-10-02",56870
"Customer C-27707","SW-FL-4YD","07/12/2022",14803
"Customer C-17249","SW-COMM-8YD","01-Jan-19",22626
"Customer C-16130","SW-ROLLOFF-40YD","12/24/24",55526
"Customer C-43080","SW-ROLLOFF-30YD","02-Apr-22",54512
"Customer C-15316","SW-RES-1-BW","02-Nov-24",29338
"Customer C-23707","SW-COMM-8","2021-05-08",18251
"Customer C-11101","SW-RO-10YD","09/11/2024",33147
"Customer C-11285","SW-COMM-6YD","2024-04-09",15300
"Customer C-12367","SW-RO-30YD","02/27/2023",48483
"Customer C-36245","OLD-SVC-7","12/18/2023",62235
"Customer C-37783","SW-FL-2YD","17-Dec-22",7284
"Customer C-09874","SW-FL-4YD","01/08/2020",8232
"Customer C-38393","SW-RO-10YD","07/23/21",29995
"Customer C-25422","SW-ROLLOFF-20YD","10/14/2019",42203
"Customer C-09668","OLD-SVC-7","2022-03-13",45504
"Customer C-35701","SW-COMM-4YD","08/14/19",7916
"Customer C-01603","SW-ROLLOFF-10YD","2019-02-07",29815
"Customer C-34110","SW-RES-1-M","2019-01-03",42252
"Customer C-06636","SW-ROLLOFF-30YD","06-Feb-20",45322
"Customer C-35073","SW-RO-10","06/25/2022",30600
"Customer C-26195","SW-RO-40","12-Jan-22",63298
"Customer C-08574","SW-COMM-6YD","05/13/2020",17411
"Customer C-37102","SW-COMM-8","08/17/20",22627
"Customer C-03231","SW-COMM-2YD","2024-04-25",12356
"Customer C-39777","SW-COMM-2","2019-11-21",5693
"Customer C-32824","SW-RO-30YD","10/04/2022",46688
"Customer C-08318","SW-COMM-6","2023-02-17",15292
"Customer C-00783","SW-COMM-8YD","2020-02-20",22065
"Customer C-07161","SW-COMM-4","2020-11-18",8225
"Customer C-13920","SW-RO-20YD","11/07/2024",39506
"Customer C-31221","SW-RO-20","10-Mar-20",43422
"Customer C-01196","SW-XX-99YD","2019-03-10",6103
"Customer C-26656","SW-RO-10YD","2019-04-24",32150
"Customer C-06012","SW-RO-30YD","03/04/2019",48629
"Customer C-39718","SW-RO-30YD","06/14/2024",52305
"Customer C-33101","SW-FL-6YD","10/25/2022",14509
"Customer C-37860","SW-COMM-6","2019-04-19",11437
"Customer C-11008","SW-ROLLOFF-20YD","2024-11-11",40889
"Customer C-40899","SW-COMM-8YD","2023-10-24",22903
"Customer C-24453","SW-ROLLOFF-20YD","19-Aug-21",39608
"Customer C-08890","SW-COMM-6YD","2021-01-02",13095
"Customer C-27344","SW-RO-30YD","06/25/19",46945
"Customer C-17963","SW-RO-10YD","2024-03-06",30640
"Customer C-06138","SW-COMM-6","11/21/2021",19787
"Customer C-08739","SW-FL-4YD","2023-08-17",10806
"Customer C-41613","SW-RO-40YD","04/14/2023",58184
"Customer C-05235","SW-RES-1-W","12/22/2024",46245
"Customer C-06469","SW-RES-1-W","04-May-22",22517
"Customer C-19711","SW-RO-10","26-May-23",31677
"Customer C-35172","SW-RO-20","2019-09-12",40693
"Customer C-33329","SW-RO-10","08/23/2023",34659
"Customer C-30608","SW-ROLLOFF-30YD","04/16/2024",52550
"Customer C-11657","SW-COMM-6YD","10/23/23",14650
"Customer C-44360","SW-ROLLOFF-40YD","01/11/2021",55362
"Customer C-00953","SW-COMM-8","2019-11-12",19492
"Customer C-09284","SW-RES-1-BW","01/06/2020",47495
"Customer C-44374","SW-FL-6YD","2019-08-05",14875
"Customer C-25169","SW-COMM-6","06/02/2022",10304
"Customer C-37003","SW-COMM-6YD","2024-03-11",14248
"Customer C-36138","SW-FL-6YD","2024-11-01",17086
"Customer C-42513","SW-COMM-2","06/27/2024",13188
"Customer C-16802","SW-RO-40YD","04-Dec-20",64516
"Customer C-20782","SW-RO-30","06-Jul-20",48070
"Customer C-30814","SW-RES-1-M","05/22/21",13984
"Customer C-29156","SW-FL-6YD","16-Feb-19",11816
"Customer C-42112","SW-COMM-2","2021-04-02",4598
"Customer C-29729","SW-FL-2YD","22-May-21",11648
"Customer C-22124","SW-COMM-8YD","11/28/2024",21046
"Customer C-42500","SW-FL-4YD","07/11/2019",12207
"Customer C-14242","SW-ROLLOFF-30YD","02/13/24",53720
"Customer C-26886","SW-ROLLOFF-40YD","2024-06-24",59886
"Customer C-39439","SW-COMM-6YD","04/23/19",10178
"Customer C-17948","SW-ROLLOFF-20YD","2023-04-09",40230
"Customer C-21237","SW-COMM-4YD","05/02/20",10434
"Customer C-24160","LEGACY-CODE","2024-09-11",15953
"Customer C-30780","SW-FL-8YD","09/03/2022",15255
"Customer C-05899","SW-COMM-4","2020-02-18",13826
"Customer C-15507","SW-ROLLOFF-40YD","25-Sep-20",56956
"Customer C-34977","SW-COMM-4YD","12-Sep-22",15509
"Customer C-12576","SW-COMM-4","2021-09-06",15252
"Customer C-09267","SW-COMM-2","05/04/2020",5325
"Customer C-38639","SW-FL-6YD","19-Jun-22",10710
"Customer C-06746","SW-FL-4YD","08/21/24",15897
"Customer C-05437","SW-COMM-6","2020-06-20",13120
"Customer C-05081","SW-COMM-XX","07/07/2019",12395
"Customer C-42561","SW-RO-20YD","03/17/21",40808
"Customer C-15570","SW-FL-2YD","06-Nov-23",13125
"Customer C-41940","OLD-SVC-7","2021-07-16",36384
"Customer C-36746","SW-FL-4YD","2021-04-24",7551
"Customer C-17872","SW-ROLLOFF-30YD","07-Nov-19",50069
"Customer C-37878","SW-ROLLOFF-20YD","03/24/22",37067
"Customer C-40573","SW-RO-20YD","2020-01-21",39772
"Customer C-43402","SW-ROLLOFF-20YD","10/07/2022",42804
"Customer C-27302","SW-COMM-4YD","27-Aug-19",12693
"Customer C-01277","SW-ROLLOFF-10YD","18-Aug-22",25898
"Customer C-43642","SW-COMM-4YD","2020-08-21",7552
"Customer C-03741","SW-RES-1-BW","12/24/2019",7863
"Customer C-06213","SW-RO-10","03/28/22",34175
"Customer C-39276","SW-FL-6YD","01/11/23",19599
"Customer C-23341","SW-ROLLOFF-40YD","06/05/2021",59591
"Customer C-25665","SW-RES-1-M","27-Jan-24",64229
"Customer C-38819","SW-FL-6YD","12/12/2021",14061
"Customer C-05985","SW-FL-6YD","08/25/23",14847
"Customer C-25230","SW-COMM-2YD","05/07/22",11535
"Customer C-31128","SW-RO-10","20-Jul-23",32445
"Customer C-41178","SW-RO-20YD","08-Mar-21",44653
"Customer C-34145","SW-RO-20","04/03/2019",42330
"Customer C-35618","SW-COMM-6","10/09/24",11912
"Customer C-35685","SW-ROLLOFF-30YD","11/02/2021",48014
"Customer C-14312","SW-RO-30YD","04/10/21",46068
"Customer C-04445","SW-RO-30","2021-09-04",54603
"Customer C-35372","SW-COMM-2","10/04/24",5449
"Customer C-41118","SW-COMM-2YD","01/27/21",4707
"Customer C-23018","SW-RO-40YD","02/22/2024",59209
"Customer C-01364","SW-FL-4YD","04/28/19",11790
"Customer C-15906","SW-ROLLOFF-20YD","18-Oct-20",42032
"Customer C-31093","SW-ROLLOFF-10YD","05/02/24",31016
"Customer C-23652","SW-ROLLOFF-30YD","06/18/2022",46962
"Customer C-36468","SW-COMM-8","13-Nov-24",20383
"Customer C-31421","SW-ROLLOFF-40YD","08/23/2022",63746
"Customer C-32776","SW-COMM-6","06/25/2020",15478
"Customer C-08006","SW-ROLLOFF-40YD","03/23/2024",64080
"Customer C-41372","SW-ROLLOFF-40YD","12/05/2020",62886
"Customer C-02562","SW-COMM-8","07/13/2021",19640
"Customer C-09457","SW-RO-30YD","2024-10-26",53089
"Customer C-13082","SW-FL-6YD","07/14/22",12961
"Customer C-18139","SW-RO-40","03/27/19",56470
"Customer C-15634","SW-RO-40","09/17/20",63982
"Customer C-02198","SW-RO-30YD","04-Apr-21",48397
"Customer C-19646","SW-COMM-6","06/07/2021",17844
"Customer C-32255","SW-RO-30","03/12/2019",53328
"Customer C-28430","SW-ROLLOFF-20YD","12/28/21",40041
"Customer C-08786","SW-ROLLOFF-10YD","17-Jul-22",34095
"Customer C-16848","SW-ROLLOFF-10YD","04/24/2024",33447
"Customer C-38617","SW-COMM-6","11/18/2020",15319
"Customer C-06407","SW-RO-40","06-Jan-19",56316
"Customer C-11321","SW-COMM-8","2019-03-16",17930
"Customer C-38131","SW-FL-4YD","10/03/2022",10735
"Customer C-43114","SW-RES-1-M","12/03/2022",45109
"Customer C-00380","SW-ROLLOFF-20YD","19-Aug-23",36800
"Customer C-07431","SW-COMM-6","11/19/20",13415
"Customer C-27089","SW-RO-30","07/15/19",52674
"Customer C-34622","SW-COMM-4YD","11/09/2023",8123
"Customer C-09845","SW-RO-30YD","04/01/2019",50200
"Customer C-23399","SW-FL-6YD","2024-07-14",12059
"Customer C-01200","SW-RES-1-BW","12/03/2020",36497
"Customer C-31497","SW-COMM-2YD","01/07/2021",10226
"Customer C-02844","SW-RO-10","07/05/22",30271
"Customer C-18409","OLD-SVC-7","12/28/2024",26462
"Customer C-25707","SW-COMM-2","2024-08-08",12948
"Customer C-43643","SW-ROLLOFF-40YD","07/21/23",59045
"Customer C-01790","SW-FL-6YD","2021-12-09",13252
"Customer C-20655","SW-RO-30YD","24-Jul-19",54132
"Customer C-22063","SW-COMM-XX","13-May-23",62636
"Customer C-28007","SW-RO-30","2020-12-16",49661
"Customer C-35539","SW-RO-10","11/08/19",26863
"Customer C-32408","SW-COMM-2","11/04/2022",7797
"Customer C-42501","SW-COMM-6YD","01/13/2020",18513
"Customer C-38717","SW-FL-4YD","2023-05-24",16892
"Customer C-16626","SW-COMM-6YD","12/08/2021",19417
"Customer C-16189","SW-COMM-6YD","2022-03-12",13768
"Customer C-26197","SW-FL-6YD","07/04/21",16274
"Customer C-27757","SW-RO-10YD","2023-03-09",30861
"Customer C-23890","SW-RO-40YD","2019-05-28",55694
"Customer C-04523","SW-COMM-2YD","11-Jul-22",12782
"Customer C-29620","SW-ROLLOFF-40YD","05/20/22",64188
"Customer C-42983","SW-COMM-4","07-Oct-19",16892
"Customer C-05337","SW-COMM-8","27-Mar-19",21268
"Customer C-44680","SW-RO-20YD","12/18/23",38528
"Customer C-24658","SW-RO-10YD","04/25/22",27612
"Customer C-40719","SW-ROLLOFF-30YD","02/04/2022",46397
"Customer C-09788","SW-COMM-6YD","2020-04-17",11540
"Customer C-38445","SW-RES-1-W","12/18/23",7297
"Customer C-17513","SW-ROLLOFF-30YD","2023-10-05",46589
"Customer C-24161","SW-FL-6YD","12/25/2019",12650
"Customer C-24944","SW-RO-20","06-Jul-20",36465
"Customer C-04819","SW-ROLLOFF-20YD","2020-12-27",40720
"Customer C-02530","SW-RO-30","2022-10-12",46320
"Customer C-43645","SW-COMM-2YD","03/03/2024",13484
"Customer C-19075","SW-RO-40","08/11/2024",61815
"Customer C-07215","SW-FL-4YD","2021-12-07",12607
"Customer C-02364","SW-COMM-8YD","2023-01-09",15372
"Customer C-41408","SW-RO-30","2021-07-01",48761
"Customer C-38754","SW-COMM-6","04/14/2023",15232
"Customer C-15521","SW-ROLLOFF-40YD","06/05/2021",63699
"Customer C-23516","SW-ROLLOFF-30YD","04/12/24",51369
"Customer C-04368","SW-FL-2YD","2023-01-22",6164
"Customer C-39199","SW-RO-20","08/14/22",35440
"Customer C-18851","SW-RO-10","03/27/2021",27441
"Customer C-17809","SW-COMM-XX","01/28/2023",62942
"Customer C-02245","SW-RO-40YD","07/08/21",63415
"Customer C-28042","SW-RO-40YD","2020-06-03",58177
"Customer C-05255","SW-ROLLOFF-40YD","04-Jan-23",62163
"Customer C-03914","SW-RO-30YD","03/16/2021",53480
"Customer C-17830","SW-RO-40YD","06/08/20",62801
"Customer C-05685","SW-RO-10","2020-06-08",25163
"Customer C-26595","SW-COMM-2","04/13/2020",8955
"Customer C-28659","SW-RO-20YD","2019-03-07",39210
"Customer C-28104","SW-RO-10","06/10/19",31785
"Customer C-09369","SW-FL-8YD","09/01/22",16716
"Customer C-03309","SW-ROLLOFF-20YD","2024-03-28",39375
"Customer C-26604","SW-COMM-8YD","09/12/2024",19228
"Customer C-42090","SW-ROLLOFF-40YD","09-Jul-23",56132
"Customer C-28091","SW-RES-1-M","2024-09-02",16091
"Customer C-18541","SW-RES-1-M","08/15/2019",19422
"Customer C-34947","SW-COMM-8","02-Jul-22",22291
"Customer C-33404","SW-COMM-2YD","17-Jan-21",9991
"Customer C-00964","SW-COMM-2","11/11/2020",11668
"Customer C-41712","SW-RES-1-W","09/11/2024",21850
"Customer C-38204","SW-ROLLOFF-20YD","2021-10-14",37874
"Customer C-04302","SW-COMM-8","03/20/2023",22962
"Customer C-01373","SW-COMM-6","10/16/22",14722
"Customer C-00162","SW-FL-2YD","12/09/2021",9716
"Customer C-41562","SW-FL-2YD","07/12/2019",11436
"Customer C-00646","SW-COMM-4YD","12/06/21",16289
"Customer C-16748","SW-ROLLOFF-40YD","14-Mar-23",56837
"Customer C-34927","SW-COMM-8YD","11-Jan-24",19771
"Customer C-17137","SW-COMM-2YD","10/03/2024",8807
"Customer C-04660","SW-RO-10","07/23/2024",32270
"Customer C-44239","SW-RES-1-BW","2023-04-18",33430
"Customer C-12891","SW-RO-10","15-Jul-24",29728
"Customer C-40705","SW-RO-30YD","2023-03-25",49783
"Customer C-28016","SW-RO-20","2023-11-19",43197
"Customer C-39865","SW-COMM-6YD","04/21/2023",11472
"Customer C-06583","SW-COMM-8YD","09/25/24",18022
"Customer C-15870","SW-COMM-6YD","14-May-20",15153
"Customer C-27639","SW-RO-20","2022-01-23",40237
"Customer C-01095","SW-COMM-2","11/21/2023",7637
"Customer C-15915","SW-RO-10","12/01/2020",32870
"Customer C-05024","SW-FL-8YD","2021-06-24",14061
"Customer C-01372","SW-XX-99YD","01/28/23",10555
"Customer C-03303","SW-ROLLOFF-30YD","04/20/2022",54622
"Customer C-18207","SW-RO-20","03/10/2023",37242
"Customer C-38361","SW-RES-1-M","2021-04-22",49890
"Customer C-37234","SW-COMM-4","08/16/2023",11992
"Customer C-16197","SW-ROLLOFF-40YD","2020-09-04",64943
"Customer C-22217","SW-RO-20","10/16/21",39625
"Customer C-02661","SW-COMM-8YD","09/24/2023",19198
"Customer C-19059","SW-COMM-6","02/24/23",11752
"Customer C-33761","SW-ROLLOFF-40YD","12-May-24",61843
"Customer C-39105","SW-RO-40YD","09/24/2020",58596
"Customer C-41790","SW-RES-1-M","10/13/2023",40131
"Customer C-17303","SW-COMM-6YD","21-May-23",18221
"Customer C-06488","SW-RES-1-BW","12/11/2020",43522
"Customer C-06737","SW-RO-30YD","2019-08-05",46999
"Customer C-18397","SW-RO-40","09-Apr-20",58965
"Customer C-29944","SW-RO-30YD","06/12/2019",53189
"Customer C-26557","SW-RO-10YD","18-Dec-20",27147
"Customer C-28357","SW-RO-40","05/20/2022",62629
"Customer C-25072","SW-RO-10","2023-09-25",30587
"Customer C-38098","SW-RO-40YD","12/05/2020",56254
"Customer C-15578","SW-RO-40YD","01/14/2019",63539
"Customer C-15930","SW-FL-8YD","2024-11-17",15828
"Customer C-23564","SW-RES-1-M","03/05/2020",37621
"Customer C-18573","SW-RO-10YD","08/15/23",33615
"Customer C-40351","SW-COMM-2YD","04/13/23",13994
"Customer C-03494","SW-ROLLOFF-30YD","08-Mar-22",51589
"Customer C-08402","SW-RO-30YD","04/26/2024",50759
"Customer C-20271","SW-RES-1-W","07/18/2021",19221
"Customer C-34534","SW-COMM-4YD","12/03/19",12989
"Customer C-41651","SW-COMM-6","2020-03-28",14449
"Customer C-40303","SW-FL-2YD","2022-02-18",11249
"Customer C-41961","SW-RES-1-BW","2020-06-10",13810
"Customer C-10696","SW-ROLLOFF-20YD","2021-12-05",43043
"Customer C-30195","SW-FL-4YD","2023-08-28",11610
"Customer C-27681","SW-ROLLOFF-20YD","2020-03-18",36453
"Customer C-22507","SW-RO-40YD","09-Aug-23",58177
"Customer C-22462","SW-FL-2YD","02/27/2024",4862
"Customer C-30678","SW-ROLLOFF-40YD","07/06/20",59466
"Customer C-12891","SW-RO-20","07/27/2019",35019
"Customer C-17698","SW-RO-20YD","12/07/20",44058
"Customer C-35348","SW-RES-1-W","04/01/2024",51837
"Customer C-04389","SW-RO-10YD","22-Apr-24",25887
"Customer C-41590","SW-RO-10","07/16/2021",34871
"Customer C-14997","SW-RO-40YD","04/23/2020",61361
"Customer C-11759","SW-RO-20YD","09/17/24",38428
"Customer C-12989","SW-COMM-XX","12/22/2023",47556
"Customer C-17138","SW-FL-6YD","04/07/2021",14195
"Customer C-03768","SW-RES-1-W","06/02/24",61797
"Customer C-44350","SW-RO-10","2019-12-06",29673
"Customer C-17262","SW-RO-40YD","2022-02-27",61397
"Customer C-01908","SW-RO-30YD","2024-03-05",50054
"Customer C-24511","SW-FL-2YD","10/15/22",9073
"Customer C-12796","SW-COMM-4YD","2019-12-01",10167
"Customer C-20310","SW-ROLLOFF-10YD","10-Mar-21",33462
"Customer C-38334","LEGACY-CODE","2022-11-26",14096
"Customer C-30710","SW-RO-40YD","2022-04-07",64133
"Customer C-31001","SW-ROLLOFF-30YD","05/27/23",52674
"Customer C-25447","SW-RO-20","05/26/2019",35297
"Customer C-27768","SW-ROLLOFF-20YD","24-Sep-19",35139
"Customer C-38243","SW-RO-30YD","06-Dec-23",51537
"Customer C-15657","SW-RES-1-M","2022-01-18",14922
"Customer C-13863","SW-COMM-6YD","2019-12-28",13015
"Customer C-34804","SW-COMM-6","01/10/2021",15246
"Customer C-38970","SW-ROLLOFF-30YD","03/23/2019",49707
"Customer C-09708","SW-RES-1-M","22-Feb-22",56627
"Customer C-09002","SW-RO-30","05/09/2022",49487
"Customer C-32128","SW-ROLLOFF-40YD","05/26/2021",64700
"Customer C-07213","SW-ROLLOFF-20YD","11/06/2023",38482
"Customer C-40990","SW-RES-1-W","05/12/21",7175
"Customer C-40505","SW-XX-99YD","2020-06-26",12160
"Customer C-20344","SW-RES-1-M","12/20/2019",49435
"Customer C-03477","SW-RO-30YD","09/09/2023",47945
"Customer C-19589","SW-FL-4YD","10/08/20",16094
"Customer C-42550","SW-RES-1-W","2021-05-17",57410
"Customer C-42184","SW-RO-30YD","04-Sep-23",51011
"Customer C-00062","SW-COMM-2","18-Apr-23",10015
"Customer C-35622","SW-RO-20YD","09/02/23",42084
"Customer C-06642","SW-RO-20YD","2023-04-01",42715
"Customer C-39878","SW-COMM-4YD","2024-08-14",7635
"Customer C-32046","SW-FL-8YD","2022-01-07",18252
"Customer C-11882","SW-ROLLOFF-20YD","2021-08-09",42750
"Customer C-25316","SW-RES-1-M","2024-05-19",11535
"Customer C-40800","SW-COMM-2","10/09/22",13421
"Customer C-24275","SW-RO-40","19-Jan-20",55198
"Customer C-22180","SW-ROLLOFF-30YD","07/14/19",46030
"Customer C-31470","SW-COMM-6","02/22/2021",17350
"Customer C-05747","SW-RO-20","16-Jul-24",37297
"Customer C-09428","SW-RO-20","09/20/22",36793
"Customer C-33947","SW-FL-8YD","11-Nov-22",16679
"Customer C-20779","SW-ROLLOFF-30YD","01/22/2024",51406
"Customer C-00569","SW-RO-20","22-Nov-20",41252
"Customer C-42015","SW-ROLLOFF-10YD","05/18/2023",28733
"Customer C-31771","SW-COMM-2YD","04/16/2024",7221
"Customer C-13273","SW-RO-10YD","03/05/21",28980
"Customer C-05018","SW-RES-1-W","06/05/2020",15109
"Customer C-21094","SW-RO-20YD","25-Feb-20",37672
"Customer C-19166","SW-RO-20","13-Oct-19",41636
"Customer C-19591","LEGACY-CODE","05/02/2023",43215
"Customer C-39404","SW-RO-30","2024-12-01",48357
"Customer C-07277","SW-FL-6YD","11/14/2022",10289
"Customer C-06985","SW-ROLLOFF-10YD","2020-03-10",27389
"Customer C-41926","SW-COMM-4YD","05/01/2023",12215
"Customer C-36682","SW-RES-1-BW","12-May-22",16983
"Customer C-14169","SW-FL-8YD","01/27/24",15490
"Customer C-04940","SW-COMM-8YD","11/04/21",17413
"Customer C-27716","SW-COMM-4","06-Jan-23",10949
"Customer C-28480","SW-RES-1-M","03/10/23",44086
"Customer C-26278","SW-COMM-4","06-Aug-21",11846
"Customer C-41398","SW-COMM-8YD","04/05/2024",16599
"Customer C-16877","SW-COMM-8","04/13/24",20203
"Customer C-28437","SW-RES-1-W","02/19/2020",54284
"Customer C-19008","SW-RO-30YD","2019-07-08",54241
"Customer C-44215","SW-COMM-4","2024-07-17",10539
"Customer C-30596","SW-RO-40","18-Jun-20",57136
"Customer C-16462","SW-COMM-8YD","2021-05-18",16278
"Customer C-01382","SW-ROLLOFF-30YD","04-Sep-22",46883
"Customer C-23972","SW-COMM-8YD","2023-09-15",18388
"Customer C-00346","SW-COMM-8YD","05-Dec-22",13364
"Customer C-07311","SW-COMM-4","08/25/2022",8051
"Customer C-00320","SW-COMM-4YD","07/09/19",7325
"Customer C-24711","SW-RO-10YD","03/18/2019",28281
"Customer C-12014","SW-COMM-8YD","2021-07-22",19180
"Customer C-42395","SW-FL-8YD","09/17/24",17566
"Customer C-27589","SW-RO-20YD","18-Jan-22",40325
"Customer C-40465","SW-RO-10YD","06-Nov-21",34222
"Customer C-28063","SW-COMM-8YD","2023-04-26",22072
"Customer C-23121","SW-COMM-XX","01/13/2020",39658
"Customer C-35599","SW-RES-1-BW","10/26/2024",14626
"Customer C-33223","SW-ROLLOFF-40YD","18-Nov-20",60847
"Customer C-04442","SW-RO-40","03/07/22",64178
"Customer C-31371","SW-RO-30YD","09/18/2021",48715
"Customer C-07869","SW-FL-6YD","07/10/2023",17580
"Customer C-12522","SW-RO-20YD","12-May-23",37380
"Customer C-44131","SW-FL-6YD","2023-08-22",19886
"Customer C-01925","SW-FL-4YD","01/20/20",9331
"Customer C-31644","SW-ROLLOFF-20YD","20-Sep-24",44085
"Customer C-16888","SW-COMM-4YD","05/23/2019",7742
"Customer C-41417","SW-RO-10","09/17/2022",25663
"Customer C-09267","SW-COMM-2YD","01/28/2024",10152
"Customer C-44430","SW-FL-4YD","02/14/2022",13584
"Customer C-35860","SW-COMM-4YD","2023-12-22",11019
"Customer C-19973","SW-RO-10YD","2023-04-15",30048
"Customer C-26794","SW-ROLLOFF-30YD","2024-11-13",49887
"Customer C-10044","OLD-SVC-7","17-Dec-23",41188
"Customer C-40370","SW-ROLLOFF-10YD","2019-07-17",30148
"Customer C-08202","SW-ROLLOFF-10YD","12/09/21",25931
"Customer C-20319","SW-ROLLOFF-30YD","24-Feb-19",50933
"Customer C-40247","SW-XX-99YD","2019-12-26",49270
"Customer C-44336","SW-RO-20YD","06/20/20",44030
"Customer C-01499","SW-FL-2YD","2020-08-02",11871
"Customer C-14187","SW-FL-4YD","12/14/2022",9067
"Customer C-33101","SW-RES-1-BW","01/01/2020",16887
"Customer C-05719","SW-COMM-2","2021-04-15",7395
"Customer C-10423","SW-COMM-6YD","2019-09-10",11011
"Customer C-44727","SW-ROLLOFF-40YD","04/26/2019",60439
"Customer C-06058","SW-ROLLOFF-40YD","19-Jan-19",59375
"Customer C-26535","SW-RO-30","08-Apr-24",51210
"Customer C-18439","SW-ROLLOFF-40YD","2023-03-06",64407
"Customer C-14587","SW-FL-2YD","2019-05-03",4850
"Customer C-41500","SW-RO-10YD","2021-06-13",30744
"Customer C-29640","SW-COMM-8","2019-09-09",21981
"Customer C-18067","SW-RO-10YD","02/03/2022",30873
"Customer C-01681","SW-RO-40","2023-08-20",63090
"Customer C-01058","SW-ROLLOFF-20YD","2022-07-25",39654
"Customer C-43663","SW-ROLLOFF-30YD","2022-11-23",54351
"Customer C-37663","SW-ROLLOFF-10YD","01/04/2021",27849
"Customer C-04289","SW-RES-1-M","2019-12-24",32820
"Customer C-41518","SW-COMM-2","22-Oct-19",13941
"Customer C-00839","SW-RES-1-BW","11/27/19",11324
"Customer C-33588","SW-RES-1-M","03/06/21",10810
"Customer C-42589","SW-RO-20YD","03/11/23",40533
"Customer C-32383","SW-RO-20YD","2022-05-06",43950
